country,year,general_government_mio_nac,social_security_mio_nac,non_ssf_mio_nac,state_government_mio_nac,general_government_pct_gdp,social_security_pct_gdp,non_ssf_pct_gdp,central_government_pct_gdp,has_state_tier,closure_error_mio_nac,sectors_reported,complete,aggregate_positive,non_ssf_negative,ssf_positive,central_negative,offset_ratio,offset_exceeds_one
DE,2023,-105249,8795,-114044,-7789,-2.5,0.2,-2.7,-2.2,True,0,4,True,False,True,True,True,0.07711935744,False
DE,2024,-115295,-11824,-103471,-21599,-2.7,-0.3,-2.4,-1.4,True,0,4,True,False,True,False,True,,False
DE,2025,-119147,-1734,-117413,-9772,-2.7,0,-2.6,-1.8,True,0,4,True,False,True,False,True,,False
DK,1995,-36292,43,-36335,,-3.5,0,-3.5,-3.7,False,0,4,True,False,True,True,True,0.001183431953,False
DK,1996,-26061,103,-26163,,-2.4,0,-2.4,-2.1,False,-1,4,True,False,True,True,True,0.003936857394,False
DK,1997,-13953,239,-14192,,-1.2,0,-1.3,-1,False,0,4,True,False,True,True,True,0.01684047351,False
DK,1998,-3353,400,-3753,,-0.3,0,-0.3,-0.1,False,0,4,True,False,True,True,True,,False
DK,1999,13200,6820,6380,,1.1,0.5,0.5,0.3,False,0,4,True,True,False,True,False,,False
DK,2000,23758,7413,16345,,1.8,0.6,1.2,1.3,False,0,4,True,True,False,True,False,,False
DK,2001,15440,7884,7556,,1.1,0.6,0.6,0.7,False,0,4,True,True,False,True,False,,False
DK,2002,3552,99,3453,,0.3,0,0.2,0.5,False,0,4,True,True,False,True,False,,False
DK,2003,2004,465,1540,,0.1,0,0.1,0.7,False,-1,4,True,True,False,True,False,,False
DK,2004,33738,493,33245,,2.2,0,2.2,2.1,False,0,4,True,True,False,True,False,,False
DK,2005,82711,717,81994,,5.2,0,5.1,5.6,False,0,4,True,True,False,True,False,,False
DK,2006,89090,667,88422,,5.3,0,5.3,5.5,False,1,4,True,True,False,True,False,,False
DK,2007,92523,376,92146,,5.3,0,5.3,5.5,False,1,4,True,True,False,True,False,,False
DK,2008,62661,109,62552,,3.5,0,3.4,3.8,False,0,4,True,True,False,True,False,,False
DK,2009,-47496,-1047,-46449,,-2.7,-0.1,-2.7,-2.1,False,0,4,True,False,True,False,True,,False
DK,2010,-45695,366,-46061,,-2.5,0,-2.6,-2.5,False,0,4,True,False,True,True,True,0.007945984672,False
DK,2011,-32636,662,-33297,,-1.8,0,-1.8,-1.9,False,-1,4,True,False,True,True,True,0.01988167102,False
DK,2012,-60620,441,-61062,,-3.2,0,-3.2,-3.3,False,1,4,True,False,True,True,True,0.007222167633,False
DK,2013,-18265,16,-18282,,-0.9,0,-1,-1.2,False,1,4,True,False,True,True,True,0.0008751777705,False
DK,2014,28278,437,27842,,1.4,0,1.4,1.2,False,-1,4,True,True,False,True,False,,False
DK,2015,-18171,364,-18535,,-0.9,0,-1,-1.2,False,0,4,True,False,True,True,True,0.01963852172,False
DK,2016,6355,267,6088,,0.3,0,0.3,-0.1,False,0,4,True,True,False,True,True,,False
DK,2017,36983,22,36961,,1.7,0,1.7,1.5,False,0,4,True,True,False,True,False,,False
DK,2018,18182,-86,18267,,0.8,0,0.8,0.8,False,1,4,True,True,False,False,False,,False
DK,2019,98663,49,98614,,4.3,0,4.3,4.1,False,0,4,True,True,False,True,False,,False
DK,2020,8434,370,8065,,0.4,0,0.4,0.1,False,-1,4,True,True,False,True,False,,False
DK,2021,104126,1228,102898,,4.1,0,4,3.8,False,0,4,True,True,False,True,False,,False
DK,2022,95960,349,95611,,3.4,0,3.4,3.3,False,0,4,True,True,False,True,False,,False
DK,2023,97513,280,97233,,3.5,0,3.5,3.3,False,0,4,True,True,False,True,False,,False
DK,2024,123505,412,123092,,4.2,0,4.2,3.8,False,1,4,True,True,False,True,False,,False
DK,2025,90924,55,90869,,3,0,2.9,2.9,False,0,4,True,True,False,True,False,,False
EE,1995,30,20.5,9.5,,1,0.7,0.3,0.4,False,0,4,True,True,False,True,False,,False
EE,1996,-12.8,12,-24.8,,-0.3,0.3,-0.7,-0.2,False,-3.552713679e-15,4,True,False,True,True,True,0.4838709677,False
EE,1997,97,20,77,,2.1,0.4,1.7,1.7,False,0,4,True,True,False,True,False,,False
EE,1998,-38.6,-6.6,-31.9,,-0.8,-0.1,-0.7,-0.5,False,-0.1,4,True,False,True,False,True,,False
EE,1999,-178.4,-13.7,-164.7,,-3.3,-0.3,-3.1,-2.8,False,-2.842170943e-14,4,True,False,True,False,True,,False
EE,2000,-4.2,1.4,-5.6,,-0.1,0,-0.1,0.2,False,8.881784197e-16,4,True,False,True,True,False,,False
EE,2001,18.7,16.4,2.4,,0.3,0.2,0,0.4,False,-0.1,4,True,True,False,True,False,,False
EE,2002,34.9,56.9,-22,,0.4,0.7,-0.3,0.2,False,0,4,True,True,True,True,False,,False
EE,2003,158.2,42.2,115.9,,1.8,0.5,1.3,1.6,False,0.1,4,True,True,False,True,False,,False
EE,2004,236.2,33.8,202.3,,2.4,0.3,2.1,2.7,False,0.1,4,True,True,False,True,False,,False
EE,2005,131.9,51.7,80.2,,1.2,0.5,0.7,1,False,2.842170943e-14,4,True,True,False,True,False,,False
EE,2006,386.4,79.2,307.2,,2.8,0.6,2.3,2.5,False,0,4,True,True,False,True,False,,False
EE,2007,441.1,92.1,349,,2.7,0.6,2.1,2.6,False,0,4,True,True,False,True,False,,False
EE,2008,-439.4,36.8,-476.1,,-2.6,0.2,-2.8,-2.2,False,-0.1,4,True,False,True,True,True,0.07729468599,False
EE,2009,-386,-93.6,-292.4,,-2.7,-0.7,-2.1,-1.6,False,0,4,True,False,True,False,True,,False
EE,2010,-62.1,82,-144.1,,-0.4,0.6,-1,-1.2,False,2.131628207e-14,4,True,False,True,True,True,0.5690492713,False
EE,2011,104.2,147.4,-43.3,,0.6,0.9,-0.3,-0.4,False,0.1,4,True,True,True,True,True,,False
EE,2012,-71,122.6,-193.6,,-0.4,0.7,-1.1,-0.8,False,2.842170943e-14,4,True,False,True,True,True,0.6332644628,False
EE,2013,-41.7,64.4,-106.1,,-0.2,0.3,-0.6,-0.1,False,-1.421085472e-14,4,True,False,True,True,True,0.6069745523,False
EE,2014,175.4,63.4,112,,0.9,0.3,0.6,0.7,False,2.842170943e-14,4,True,True,False,True,False,,False
EE,2015,52.3,23.4,28.9,,0.2,0.1,0.1,0,False,0,4,True,True,False,True,False,,False
EE,2016,-19.1,9.1,-28.2,,-0.1,0,-0.1,-0.2,False,0,4,True,False,True,True,True,,False
EE,2017,-127.9,56.4,-184.2,,-0.5,0.2,-0.8,-0.5,False,-0.1,4,True,False,True,True,True,0.3061889251,False
EE,2018,-152.6,66.6,-219.3,,-0.6,0.3,-0.8,-1,False,0.1,4,True,False,True,True,True,0.3036935705,False
EE,2019,-31.1,74.1,-105.1,,-0.1,0.3,-0.4,-0.1,False,-0.1,4,True,False,True,True,True,,False
EE,2020,-1511,-316.3,-1194.6,,-5.4,-1.1,-4.3,-4.2,False,-0.1,4,True,False,True,False,True,,False
EE,2021,-796,136.6,-932.6,,-2.5,0.4,-3,-2.6,False,-1.136868377e-13,4,True,False,True,True,True,0.1464722282,False
EE,2022,-329.2,189.6,-518.9,,-0.9,0.5,-1.4,-1.1,False,0.1,4,True,False,True,True,True,0.3653883214,False
EE,2023,-1020.1,173.5,-1193.6,,-2.7,0.5,-3.1,-2.5,False,1.136868377e-13,4,True,False,True,True,True,0.1453585791,False
EE,2024,-458,37.1,-495,,-1.1,0.1,-1.2,-0.8,False,-0.1,4,True,False,True,True,True,0.07494949495,False
EE,2025,-825,-68.9,-756.1,,-2,-0.2,-1.8,-1.6,False,0,4,True,False,True,False,True,,False
EL,1995,-9056,1639,-10695,,-9.9,1.8,-11.7,-11.7,False,0,4,True,False,True,True,True,0.1532491819,False
EL,1996,-8406,2070,-10476,,-8.4,2.1,-10.5,-10.5,False,0,4,True,False,True,True,True,0.1975945017,False
EL,1997,-6947,2163,-9110,,-6.2,1.9,-8.2,-8.2,False,0,4,True,False,True,True,True,0.2374313941,False
EL,1998,-7852,2044,-9896,,-6.5,1.7,-8.2,-8.1,False,0,4,True,False,True,True,True,0.2065481002,False
EL,1999,-7751,2042,-9793,,-6,1.6,-7.6,-7.7,False,0,4,True,False,True,True,True,0.2085162871,False
EL,2000,-5739,2608,-8347,,-4.2,1.9,-6.1,-6.1,False,0,4,True,False,True,True,True,0.312447586,False
EL,2001,-8319,2162,-10481,,-5.6,1.5,-7.1,-7.3,False,0,4,True,False,True,True,True,0.2062780269,False
EL,2002,-9847,3418,-13265,,-6.2,2.2,-8.3,-8.3,False,0,4,True,False,True,True,True,0.2576705616,False
EL,2003,-14009,3717,-17726,,-8,2.1,-10.1,-10.2,False,0,4,True,False,True,True,True,0.2096919779,False
EL,2004,-17101,3515,-20616,,-9.1,1.9,-10.9,-10.8,False,0,4,True,False,True,True,True,0.1704986418,False
EL,2005,-12329,2036,-14365,,-6.3,1,-7.4,-7.4,False,0,4,True,False,True,True,True,0.1417333797,False
EL,2006,-12954,1516,-14470,,-6,0.7,-6.7,-6.7,False,0,4,True,False,True,True,True,0.1047684865,False
EL,2007,-15607,1371,-16978,,-6.8,0.6,-7.4,-7.4,False,0,4,True,False,True,True,True,0.08075156084,False
EL,2008,-24625,2149,-26774,,-10.3,0.9,-11.2,-11.2,False,0,4,True,False,True,True,True,0.08026443565,False
EL,2009,-36141,-115,-36026,,-15.4,0,-15.4,-15.4,False,0,4,True,False,True,False,True,,False
EL,2010,-25544,-520,-25024,,-11.4,-0.2,-11.2,-10.9,False,0,4,True,False,True,False,True,,False
EL,2011,-21364,-2457,-18907,,-10.5,-1.2,-9.3,-9.5,False,0,4,True,False,True,False,True,,False
EL,2012,-17311,-1724,-15587,,-9.3,-0.9,-8.4,-8.7,False,0,4,True,False,True,False,True,,False
EL,2013,-24218,3075,-27293,,-13.6,1.7,-15.4,-15.8,False,0,4,True,False,True,True,True,0.1126662514,False
EL,2014,-6642,715,-7357,,-3.8,0.4,-4.2,-4.5,False,0,4,True,False,True,True,True,0.09718635313,False
EL,2015,-10356,-959,-9397,,-5.9,-0.5,-5.3,-5.6,False,0,4,True,False,True,False,True,,False
EL,2016,368,1527,-1159,,0.2,0.9,-0.7,-1,False,0,4,True,True,True,True,True,1.317515099,True
EL,2017,1283,2633,-1350,,0.7,1.5,-0.7,-1.1,False,0,4,True,True,True,True,True,1.95037037,True
EL,2018,1628,3256,-1628,,0.9,1.8,-0.9,-1.3,False,0,4,True,True,True,True,True,2,True
EL,2019,1525,1268,257,,0.8,0.7,0.1,0.1,False,0,4,True,True,False,True,False,,False
EL,2020,-16598,581,-17179,,-9.9,0.3,-10.3,-10.3,False,0,4,True,False,True,True,True,0.03382036207,False
EL,2021,-13365,1600,-14965,,-7.2,0.9,-8.1,-8,False,0,4,True,False,True,True,True,0.1069161377,False
EL,2022,-5324,2743,-8067,,-2.6,1.3,-3.9,-3.7,False,0,4,True,False,True,True,True,0.3400272716,False
EL,2023,-3213,937,-4150,,-1.4,0.4,-1.9,-1.6,False,0,4,True,False,True,True,True,0.2257831325,False
EL,2024,3189,1101,2088,,1.3,0.5,0.9,0.9,False,0,4,True,True,False,True,False,,False
EL,2025,4290,1758,2532,,1.7,0.7,1,0.9,False,0,4,True,True,False,True,False,,False
ES,1995,-31267,-2620,-28647,-2842,-6.8,-0.6,-6.2,-5.6,True,0,4,True,False,True,False,True,,False
ES,1996,-28681,-5093,-23588,-3061,-5.9,-1,-4.8,-4.2,True,0,4,True,False,True,False,True,,False
ES,1997,-20028,-3281,-16747,-1596,-3.9,-0.6,-3.2,-2.9,True,0,4,True,False,True,False,True,,False
ES,1998,-14594,-1615,-12979,-2120,-2.6,-0.3,-2.4,-2,True,0,4,True,False,True,False,True,,False
ES,1999,-7382,970,-8352,-1040,-1.2,0.2,-1.4,-1.2,True,0,4,True,False,True,True,True,0.1161398467,False
ES,2000,-7520,2989,-10509,-3226,-1.2,0.5,-1.6,-1.2,True,0,4,True,False,True,True,True,0.2844228756,False
ES,2001,-3189,5765,-8954,-4345,-0.5,0.8,-1.2,-0.6,True,0,4,True,False,True,True,True,0.6438463257,False
ES,2002,-2356,6028,-8384,-3668,-0.3,0.8,-1.1,-0.5,True,0,4,True,False,True,True,True,0.7189885496,False
ES,2003,-3009,7964,-10973,-3843,-0.4,1,-1.4,-0.7,True,0,4,True,False,True,True,True,0.7257814636,False
ES,2004,-941,8590,-9531,-702,-0.1,1,-1.1,-1,True,0,4,True,False,True,True,True,0.9012695415,False
ES,2005,11421,10075,1346,-2754,1.2,1.1,0.1,0.5,True,0,4,True,True,False,True,False,,False
ES,2006,21322,13096,8226,-649,2.1,1.3,0.8,0.8,True,0,4,True,True,False,True,False,,False
ES,2007,20287,13842,6445,-3479,1.9,1.3,0.6,1.2,True,0,4,True,True,False,True,False,,False
ES,2008,-50731,7419,-58150,-19159,-4.6,0.7,-5.2,-3,True,0,4,True,False,True,True,True,0.1275838349,False
ES,2009,-120576,7629,-128205,-21904,-11.2,0.7,-12,-9.4,True,0,4,True,False,True,True,True,0.05950625951,False
ES,2010,-102193,-2669,-99524,-40398,-9.5,-0.2,-9.3,-4.8,True,0,4,True,False,True,False,True,,False
ES,2011,-103575,-1242,-102333,-54861,-9.7,-0.1,-9.5,-3.6,True,0,4,True,False,True,False,True,,False
ES,2012,-119094,-10015,-109079,-20613,-11.5,-1,-10.6,-8.9,True,0,4,True,False,True,False,True,,False
ES,2013,-76805,-11349,-65456,-16376,-7.5,-1.1,-6.3,-5.3,True,0,4,True,False,True,False,True,,False
ES,2014,-62716,-10607,-52109,-18701,-6,-1,-5,-3.7,True,0,4,True,False,True,False,True,,False
ES,2015,-57248,-12853,-44395,-18848,-5.3,-1.2,-4.1,-2.8,True,0,4,True,False,True,False,True,,False
ES,2016,-47401,-17401,-30000,-9462,-4.2,-1.5,-2.7,-2.5,True,0,4,True,False,True,False,True,,False
ES,2017,-35903,-16775,-19128,-4047,-3.1,-1.4,-1.6,-1.9,True,0,4,True,False,True,False,True,,False
ES,2018,-30943,-17310,-13633,-3188,-2.6,-1.4,-1.2,-1.4,True,0,4,True,False,True,False,True,,False
ES,2019,-38422,-15860,-22562,-7403,-3.1,-1.3,-1.8,-1.5,True,0,4,True,False,True,False,True,,False
ES,2020,-111897,-26668,-85229,-2168,-9.9,-2.4,-7.6,-7.6,True,0,4,True,False,True,False,True,,False
ES,2021,-82174,-11706,-70468,-337,-6.7,-0.9,-5.7,-6,True,0,4,True,False,True,False,True,,False
ES,2022,-63105,-5916,-57189,-15201,-4.6,-0.4,-4.2,-3,True,0,4,True,False,True,False,True,,False
ES,2023,-50027,-8273,-41754,-12227,-3.3,-0.6,-2.8,-2,True,0,4,True,False,True,False,True,,False
ES,2024,-51267,-8218,-43049,-3235,-3.2,-0.5,-2.7,-2.9,True,0,4,True,False,True,False,True,,False
ES,2025,-40330,-5580,-34750,-6650,-2.4,-0.3,-2.1,-2,True,0,4,True,False,True,False,True,,False
FI,1995,-5742,3726,-9468,,-5.8,3.8,-9.6,-11,False,0,4,True,False,True,True,True,0.3935361217,False
FI,1996,-3206,3398,-6604,,-3.1,3.3,-6.5,-7.5,False,0,4,True,False,True,True,True,0.5145366445,False
FI,1997,-1303,3246,-4549,,-1.2,2.9,-4.1,-3.6,False,0,4,True,False,True,True,True,0.7135634205,False
FI,1998,2018,4031,-2013,,1.7,3.3,-1.6,-1.4,False,0,4,True,True,True,True,True,2.002483855,True
FI,1999,2137,3786,-1649,,1.7,3,-1.3,-1.1,False,0,4,True,True,True,True,True,2.295936931,True
FI,2000,9395,5595,3800,,6.9,4.1,2.8,2.6,False,0,4,True,True,False,True,False,,False
FI,2001,7201,5803,1398,,5,4,1,1.4,False,0,4,True,True,False,True,False,,False
FI,2002,6062,5236,826,,4.1,3.5,0.5,0.9,False,0,4,True,True,False,True,False,,False
FI,2003,3703,4623,-920,,2.4,3,-0.6,0.1,False,0,4,True,True,True,True,False,5.025,True
FI,2004,3516,4848,-1332,,2.2,3.1,-0.9,-0.1,False,0,4,True,True,True,True,True,3.63963964,True
FI,2005,4379,5498,-1119,,2.7,3.3,-0.7,0,False,0,4,True,True,True,True,False,4.91331546,True
FI,2006,6894,7754,-860,,4,4.5,-0.5,-0.2,False,0,4,True,True,True,True,True,9.01627907,True
FI,2007,9562,8165,1397,,5.1,4.4,0.7,0.9,False,0,4,True,True,False,True,False,,False
FI,2008,8119,7880,239,,4.2,4.1,0.1,0.5,False,0,4,True,True,False,True,False,,False
FI,2009,-4510,4875,-9385,,-2.5,2.7,-5.1,-4.5,False,0,4,True,False,True,True,True,0.5194459243,False
FI,2010,-4844,5571,-10415,,-2.6,3,-5.5,-5.3,False,0,4,True,False,True,True,True,0.5349015843,False
FI,2011,-2002,5418,-7420,,-1,2.7,-3.7,-3.2,False,0,4,True,False,True,True,True,0.7301886792,False
FI,2012,-4310,5172,-9482,,-2.2,2.6,-4.7,-3.7,False,0,4,True,False,True,True,True,0.5454545455,False
FI,2013,-5132,3834,-8966,,-2.5,1.9,-4.4,-3.7,False,0,4,True,False,True,True,True,0.4276154361,False
FI,2014,-6165,3064,-9229,,-3,1.5,-4.5,-3.8,False,0,4,True,False,True,True,True,0.3319969661,False
FI,2015,-5101,2502,-7603,,-2.4,1.2,-3.6,-3,False,0,4,True,False,True,True,True,0.3290806261,False
FI,2016,-3670,2909,-6579,,-1.7,1.3,-3,-2.6,False,0,4,True,False,True,True,True,0.4421644627,False
FI,2017,-1414,3011,-4425,,-0.6,1.3,-2,-1.8,False,0,4,True,False,True,True,True,0.6804519774,False
FI,2018,-2022,2983,-5005,,-0.9,1.3,-2.2,-1.3,False,0,4,True,False,True,True,True,0.596003996,False
FI,2019,-2228,3421,-5649,,-0.9,1.4,-2.4,-1.1,False,0,4,True,False,True,True,True,0.6055939104,False
FI,2020,-13082,18,-13100,,-5.5,0,-5.5,-5.5,False,0,4,True,False,True,True,True,0.001374045802,False
FI,2021,-6598,2411,-9009,,-2.7,1,-3.6,-3.3,False,0,4,True,False,True,True,True,0.2676212676,False
FI,2022,-477,3496,-3973,,-0.2,1.3,-1.5,-1.4,False,0,4,True,False,True,True,True,0.8799395922,False
FI,2023,-7810,4118,-11928,,-2.9,1.5,-4.4,-3.4,False,0,4,True,False,True,True,True,0.3452380952,False
FI,2024,-11992,885,-12877,,-4.3,0.3,-4.7,-3.7,False,0,4,True,False,True,True,True,0.06872718801,False
FI,2025,-10814,1631,-12445,,-3.9,0.6,-4.5,-4.2,False,0,4,True,False,True,True,True,0.1310566493,False
FR,1995,-62038.7,-8870.2,-53168.5,,-5.1,-0.7,-4.4,-4.1,False,0,4,True,False,True,False,True,,False
FR,1996,-48584,-4822.9,-43761.1,,-3.9,-0.4,-3.5,-3.4,False,0,4,True,False,True,False,True,,False
FR,1997,-47865.3,-3043.8,-44821.5,,-3.7,-0.2,-3.5,-3.6,False,0,4,True,False,True,False,True,,False
FR,1998,-32194.7,-144.5,-32050.2,,-2.4,0,-2.4,-2.6,False,3.637978807e-12,4,True,False,True,False,True,,False
FR,1999,-21544.3,5874.2,-27418.5,,-1.5,0.4,-2,-2.2,False,0,4,True,False,True,True,True,0.2142422087,False
FR,2000,-19342.2,11354.9,-30697.1,,-1.3,0.8,-2.1,-2.2,False,3.637978807e-12,4,True,False,True,True,True,0.3699013913,False
FR,2001,-21686.6,10276.8,-31963.4,,-1.4,0.7,-2,-2.1,False,0,4,True,False,True,True,True,0.3215177359,False
FR,2002,-50120.9,3020.7,-53141.6,,-3.2,0.2,-3.4,-3.5,False,0,4,True,False,True,True,True,0.05684247369,False
FR,2003,-66317,-4629.9,-61687.1,,-4.1,-0.3,-3.8,-3.8,False,0,4,True,False,True,False,True,,False
FR,2004,-60299.8,-11461.3,-48838.5,,-3.6,-0.7,-2.9,-2.7,False,0,4,True,False,True,False,True,,False
FR,2005,-61801.4,-9285.6,-52515.8,,-3.5,-0.5,-3,-2.8,False,0,4,True,False,True,False,True,,False
FR,2006,-49062.6,1102.5,-50165.1,,-2.7,0.1,-2.7,-2.5,False,7.275957614e-12,4,True,False,True,True,True,0.02197743052,False
FR,2007,-57935.7,2244.5,-60180.2,,-3,0.1,-3.1,-2.7,False,0,4,True,False,True,True,True,0.03729632005,False
FR,2008,-69690.1,11971.7,-81661.8,,-3.5,0.6,-4.1,-3.6,False,0,4,True,False,True,True,True,0.1466009811,False
FR,2009,-142833.9,-17137.5,-125696.4,,-7.4,-0.9,-6.5,-6.2,False,2.910383046e-11,4,True,False,True,False,True,,False
FR,2010,-142760.5,-25787.9,-116972.6,,-7.2,-1.3,-5.9,-5.8,False,0,4,True,False,True,False,True,,False
FR,2011,-109385.5,-14664.1,-94721,,-5.3,-0.7,-4.6,-4.5,False,-0.4,4,True,False,True,False,True,,False
FR,2012,-107987.2,-14545.2,-93442,,-5.2,-0.7,-4.4,-4.2,False,0,4,True,False,True,False,True,,False
FR,2013,-104711.8,-10817,-93894.8,,-4.9,-0.5,-4.4,-4,False,0,4,True,False,True,False,True,,False
FR,2014,-98504,-9131,-89373,,-4.6,-0.4,-4.2,-3.9,False,0,4,True,False,True,False,True,,False
FR,2015,-85681,-5661,-80020,,-3.9,-0.3,-3.6,-3.6,False,0,4,True,False,True,False,True,,False
FR,2016,-84025.2,-4385,-79640.2,,-3.8,-0.2,-3.6,-3.7,False,0,4,True,False,True,False,True,,False
FR,2017,-77057.7,3408,-80465.7,,-3.4,0.1,-3.5,-3.6,False,0,4,True,False,True,True,True,0.04235344998,False
FR,2018,-54616.2,9215,-63831.2,,-2.3,0.4,-2.7,-2.8,False,0,4,True,False,True,True,True,0.1443651381,False
FR,2019,-58225.5,12086.8,-70312.3,,-2.4,0.5,-2.9,-2.8,False,0,4,True,False,True,True,True,0.1719016445,False
FR,2020,-207084.4,-48303.6,-158780.8,,-8.9,-2.1,-6.9,-6.7,False,0,4,True,False,True,False,True,,False
FR,2021,-165149.3,-19710.9,-145438.4,,-6.6,-0.8,-5.8,-5.8,False,2.910383046e-11,4,True,False,True,False,True,,False
FR,2022,-125895.8,8500.4,-134396.2,,-4.7,0.3,-5,-5,False,1.455191523e-11,4,True,False,True,True,True,0.06324881209,False
FR,2023,-151920.3,11845.6,-163765.9,,-5.4,0.4,-5.8,-5.4,False,0,4,True,False,True,True,True,0.07233251855,False
FR,2024,-169118.1,1140.1,-170258.2,,-5.8,0,-5.8,-5.2,False,-2.910383046e-11,4,True,False,True,True,True,0.00669630009,False
FR,2025,-152511.1,-6717.9,-145793.2,,-5.1,-0.2,-4.8,-4.3,False,0,4,True,False,True,False,True,,False
HR,1995,-77.6,50.3,-127.9,,-0.5,0.3,-0.8,-0.7,False,1.421085472e-14,4,True,False,True,True,True,0.3932759969,False
HR,1996,-844.8,-14,-830.8,,-4.9,-0.1,-4.8,-4.9,False,1.136868377e-13,4,True,False,True,False,True,,False
HR,1997,265.7,111.4,154.2,,1.4,0.6,0.8,0.9,False,0.1,4,True,True,False,True,False,,False
HR,1998,-178.6,75.9,-254.5,,-0.8,0.3,-1.2,-1.1,False,0,4,True,False,True,True,True,0.2982318271,False
HR,1999,-1950.3,-376,-1574.4,,-8.7,-1.7,-7,-6.6,False,0.1,4,True,False,True,False,True,,False
HR,2000,-2112,-214.1,-1897.9,,-8.8,-0.9,-8,-8,False,0,4,True,False,True,False,True,,False
HR,2001,-1174.3,18,-1192.2,,-4.6,0.1,-4.7,-4.8,False,-0.1,4,True,False,True,True,True,0.0150981379,False
HR,2002,-1298.9,-459,-839.9,,-4.6,-1.6,-3,-3.4,False,0,4,True,False,True,False,True,,False
HR,2003,-1431.8,-69.3,-1362.5,,-4.6,-0.2,-4.4,-4.2,False,0,4,True,False,True,False,True,,False
HR,2004,-1927.9,-118.8,-1809,,-5.7,-0.4,-5.4,-5.1,False,-0.1,4,True,False,True,False,True,,False
HR,2005,-1097,-45.8,-1051.3,,-3,-0.1,-2.9,-2.4,False,0.1,4,True,False,True,False,True,,False
HR,2006,-731.2,11.6,-742.8,,-1.9,0,-1.9,-1.7,False,0,4,True,False,True,True,True,0.01561658589,False
HR,2007,-913.1,134.4,-1047.5,,-2.1,0.3,-2.4,-2.2,False,0,4,True,False,True,True,True,0.1283054893,False
HR,2008,-1082.2,-3.1,-1079.1,,-2.3,0,-2.4,-2.2,False,0,4,True,False,True,False,True,,False
HR,2009,-3122.9,-9.2,-3113.7,,-7,0,-7,-6.2,False,0,4,True,False,True,False,True,,False
HR,2010,-2947.8,-14.2,-2933.6,,-6.6,0,-6.6,-6.6,False,-4.547473509e-13,4,True,False,True,False,True,,False
HR,2011,-3422.8,-67.1,-3355.7,,-7.6,-0.1,-7.4,-7.3,False,0,4,True,False,True,False,True,,False
HR,2012,-2447.9,-192.1,-2255.8,,-5.5,-0.4,-5,-5.1,False,-4.547473509e-13,4,True,False,True,False,True,,False
HR,2013,-2471.7,213.5,-2685.3,,-5.5,0.5,-6,-6,False,0.1,4,True,False,True,True,True,0.07950694522,False
HR,2014,-2301.7,-195.8,-2105.9,,-5.1,-0.4,-4.7,-4.8,False,4.547473509e-13,4,True,False,True,False,True,,False
HR,2015,-1598.9,-255.2,-1343.7,,-3.5,-0.6,-3,-3.1,False,0,4,True,False,True,False,True,,False
HR,2016,-492.8,80.1,-572.9,,-1,0.2,-1.2,-1.2,False,-5.684341886e-14,4,True,False,True,True,True,0.1398149764,False
HR,2017,276.3,30.3,245.9,,0.6,0.1,0.5,0.5,False,0.1,4,True,True,False,True,False,,False
HR,2018,-29.7,13.3,-43,,-0.1,0,-0.1,0,False,0,4,True,False,True,True,False,,False
HR,2019,124.7,72.7,52,,0.2,0.1,0.1,0.5,False,2.842170943e-14,4,True,True,False,True,False,,False
HR,2020,-3673.5,-39.3,-3634.2,,-7.2,-0.1,-7.2,-6.2,False,4.547473509e-13,4,True,False,True,False,True,,False
HR,2021,-1501.5,213.5,-1715.1,,-2.6,0.4,-3,-2.7,False,0.1,4,True,False,True,True,True,0.1244825375,False
HR,2022,10,53.8,-43.8,,0,0.1,0,-0.6,False,1.421085472e-14,4,True,True,True,True,True,,False
HR,2023,-865.3,-105,-760.2,,-1.1,-0.1,-0.9,-1.5,False,-0.1,4,True,False,True,False,True,,False
HR,2024,-2001.3,5.8,-2007.1,,-2.3,0,-2.3,-2.6,False,0,4,True,False,True,True,True,0.002889741418,False
HR,2025,-2796.2,-88.1,-2708.2,,-3,-0.1,-2.9,-2.5,False,0.1,4,True,False,True,False,True,,False
HU,1995,-501876.3,114,-501990.3,,-8.6,0,-8.6,-8.7,False,0,4,True,False,True,True,True,0.0002270960216,False
HU,1996,-311702,41592,-353294,,-4.4,0.6,-4.9,-5.3,False,0,4,True,False,True,True,True,0.1177263129,False
HU,1997,-490378.8,8720,-499098.8,,-5.5,0.1,-5.6,-5.6,False,0,4,True,False,True,True,True,0.01747149061,False
HU,1998,-775309.6,-35422,-739887.6,,-7.4,-0.3,-7.1,-6.8,False,0,4,True,False,True,False,True,,False
HU,1999,-614070,-18781,-595289,,-5.3,-0.2,-5.1,-5.1,False,0,4,True,False,True,False,True,,False
HU,2000,-405236,-14537,-390699,,-3,-0.1,-3,-2.7,False,0,4,True,False,True,False,True,,False
HU,2001,-615856,70489,-686345,,-4,0.5,-4.5,-4.6,False,0,4,True,False,True,True,True,0.1027019939,False
HU,2002,-1533781,-51352,-1482429,,-8.8,-0.3,-8.5,-7.6,False,0,4,True,False,True,False,True,,False
HU,2003,-1374123,-241856,-1132268,,-7.2,-1.3,-6,-5.8,False,1,4,True,False,True,False,True,,False
HU,2004,-1391280,-61673,-1329608,,-6.6,-0.3,-6.3,-6,False,1,4,True,False,True,False,True,,False
